5, 1, 20, 
4.98991, 1.01007, 20.696, 
4.97982, 1.02008, 21.3708, 
4.96975, 1.03002, 22.0254, 
4.95969, 1.03991, 22.6605, 
4.94964, 1.04974, 23.277, 
4.9396, 1.05952, 23.8755, 
4.92956, 1.06923, 24.4569, 
4.91954, 1.07889, 25.0216, 
4.90953, 1.08849, 25.5705, 
4.89953, 1.09803, 26.104, 
4.88954, 1.10752, 26.6229, 
4.87956, 1.11696, 27.1275, 
4.86959, 1.12634, 27.6184, 
4.85963, 1.13566, 28.0962, 
4.84968, 1.14494, 28.5613, 
4.83974, 1.15415, 29.0142, 
4.82981, 1.16332, 29.4552, 
4.81989, 1.17243, 29.8848, 
4.80998, 1.18149, 30.3034, 
4.80008, 1.1905, 30.7113, 
4.79019, 1.19946, 31.109, 
4.78031, 1.20836, 31.4968, 
4.77044, 1.21722, 31.8749, 
4.76059, 1.22603, 32.2438, 
4.75074, 1.23478, 32.6036, 
4.7409, 1.24349, 32.9548, 
4.73107, 1.25215, 33.2975, 
4.72125, 1.26075, 33.6321, 
4.71145, 1.26931, 33.9588, 
4.70165, 1.27783, 34.2778, 
4.69186, 1.28629, 34.5894, 
4.68209, 1.29471, 34.8938, 
4.67232, 1.30308, 35.1912, 
4.66256, 1.3114, 35.4819, 
4.65282, 1.31968, 35.7659, 
4.64308, 1.32791, 36.0436, 
4.63335, 1.33609, 36.3151, 
4.62364, 1.34423, 36.5806, 
4.61393, 1.35232, 36.8403, 
4.60424, 1.36037, 37.0943, 
4.59455, 1.36838, 37.3427, 
4.58488, 1.37634, 37.5858, 
4.57521, 1.38425, 37.8237, 
4.56556, 1.39213, 38.0565, 
4.55592, 1.39995, 38.2844, 
4.54628, 1.40774, 38.5075, 
4.53666, 1.41548, 38.726, 
4.52704, 1.42318, 38.9398, 
4.51744, 1.43084, 39.1493, 
4.50785, 1.43846, 39.3544, 
4.49826, 1.44603, 39.5554, 
4.48869, 1.45356, 39.7523, 
4.47913, 1.46105, 39.9451, 
4.46958, 1.4685, 40.1341, 
4.46003, 1.47591, 40.3194, 
4.4505, 1.48328, 40.5009, 
4.44098, 1.49061, 40.6788, 
4.43147, 1.49789, 40.8532, 
4.42197, 1.50514, 41.0242, 
4.41248, 1.51235, 41.1919, 
4.40299, 1.51952, 41.3563, 
4.39352, 1.52665, 41.5175, 
4.38406, 1.53374, 41.6757, 
4.37461, 1.54079, 41.8308, 
4.36517, 1.5478, 41.9829, 
4.35574, 1.55478, 42.1321, 
4.34632, 1.56172, 42.2786, 
4.33691, 1.56862, 42.4222, 
4.32751, 1.57548, 42.5632, 
4.31812, 1.5823, 42.7015, 
4.30874, 1.58909, 42.8373, 
4.29938, 1.59584, 42.9706, 
4.29002, 1.60255, 43.1013, 
4.28067, 1.60923, 43.2297, 
4.27133, 1.61587, 43.3558, 
4.262, 1.62247, 43.4795, 
4.25268, 1.62904, 43.601, 
4.24338, 1.63557, 43.7203, 
4.23408, 1.64206, 43.8374, 
4.22479, 1.64852, 43.9524, 
4.21551, 1.65495, 44.0654, 
4.20625, 1.66134, 44.1763, 
4.19699, 1.66769, 44.2853, 
4.18774, 1.67402, 44.3923, 
4.17851, 1.6803, 44.4974, 
4.16928, 1.68655, 44.6007, 
4.16007, 1.69277, 44.7021, 
4.15086, 1.69895, 44.8018, 
4.14166, 1.7051, 44.8997, 
4.13248, 1.71122, 44.9959, 
4.1233, 1.7173, 45.0905, 
4.11414, 1.72335, 45.1833, 
4.10498, 1.72936, 45.2746, 
4.09584, 1.73535, 45.3643, 
4.08671, 1.7413, 45.4525, 
4.07758, 1.74721, 45.5391, 
4.06847, 1.7531, 45.6242, 
4.05936, 1.75895, 45.7079, 
4.05027, 1.76477, 45.7902, 
4.04119, 1.77056, 45.871, 
4.03211, 1.77632, 45.9505, 
4.02305, 1.78204, 46.0286, 
4.014, 1.78773, 46.1054, 
4.00495, 1.79339, 46.1808, 
3.99592, 1.79902, 46.255, 
3.9869, 1.80462, 46.328, 
3.97789, 1.81019, 46.3997, 
3.96889, 1.81573, 46.4702, 
3.95989, 1.82124, 46.5395, 
3.95091, 1.82671, 46.6076, 
3.94194, 1.83216, 46.6746, 
3.93298, 1.83757, 46.7405, 
3.92403, 1.84296, 46.8053, 
3.91509, 1.84831, 46.869, 
3.90616, 1.85364, 46.9316, 
3.89724, 1.85893, 46.9931, 
3.88833, 1.8642, 47.0537, 
3.87943, 1.86944, 47.1132, 
3.87054, 1.87464, 47.1717, 
3.86166, 1.87982, 47.2293, 
3.85279, 1.88497, 47.2859, 
3.84393, 1.89009, 47.3415, 
3.83508, 1.89518, 47.3962, 
3.82624, 1.90025, 47.45, 
3.81742, 1.90528, 47.5029, 
3.8086, 1.91029, 47.5549, 
3.79979, 1.91526, 47.6061, 
3.79099, 1.92021, 47.6563, 
3.7822, 1.92514, 47.7058, 
3.77343, 1.93003, 47.7544, 
3.76466, 1.9349, 47.8022, 
3.7559, 1.93973, 47.8492, 
3.74716, 1.94454, 47.8954, 
3.73842, 1.94933, 47.9409, 
3.72969, 1.95408, 47.9856, 
3.72098, 1.95881, 48.0295, 
3.71227, 1.96351, 48.0727, 
3.70357, 1.96819, 48.1151, 
3.69489, 1.97284, 48.1569, 
3.68621, 1.97746, 48.1979, 
3.67755, 1.98205, 48.2383, 
3.66889, 1.98662, 48.2779, 
3.66025, 1.99117, 48.3169, 
3.65161, 1.99568, 48.3552, 
3.64299, 2.00017, 48.3929, 
3.63437, 2.00463, 48.4299, 
3.62577, 2.00907, 48.4663, 
3.61718, 2.01348, 48.5021, 
3.60859, 2.01787, 48.5373, 
3.60002, 2.02223, 48.5718, 
3.59145, 2.02657, 48.6058, 
3.5829, 2.03088, 48.6391, 
3.57436, 2.03516, 48.6719, 
3.56583, 2.03942, 48.7041, 
3.5573, 2.04365, 48.7358, 
3.54879, 2.04786, 48.7669, 
3.54029, 2.05205, 48.7974, 
3.5318, 2.05621, 48.8274, 
3.52332, 2.06034, 48.8569, 
3.51484, 2.06445, 48.8858, 
3.50638, 2.06854, 48.9143, 
3.49793, 2.0726, 48.9422, 
3.48949, 2.07664, 48.9696, 
3.48106, 2.08065, 48.9965, 
3.47264, 2.08464, 49.023, 
3.46423, 2.08861, 49.0489, 
3.45583, 2.09255, 49.0744, 
3.44744, 2.09647, 49.0994, 
3.43906, 2.10036, 49.124, 
3.43069, 2.10423, 49.1481, 
3.42233, 2.10808, 49.1717, 
