-14.9042,-14.9042,-10.6542,3,-10.6544,0.00227034,43,0; 
-14.7214,-14.7214,-10.4714,3,-10.4716,0.0021931,43,0; 
-14.6386,-14.6386,-10.3886,3,-10.3888,0.00215854,43,0; 
-14.2969,-14.2969,-10.0469,3,-10.0471,0.00201888,43,0; 
-14.2916,-14.2916,-10.0416,3,-10.0417,0.00201673,43,0; 
-13.9812,-13.9812,-9.73123,3,-9.73141,0.00189401,43,0; 
-13.8424,-13.8424,-9.59238,3,-9.59256,0.00184034,43,0; 
-13.5669,-13.5669,-9.31687,3,-9.31705,0.00173615,43,0; 
-13.4505,-13.4505,-9.20046,3,-9.20064,0.00169304,43,0; 
-13.0159,-13.0159,-8.76591,3,-8.76609,0.00153689,43,0; 
-11.602,-11.602,-7.35199,3,-7.35217,0.00108109,43,0; 
-11.3869,-11.3869,-7.13688,3,-7.13706,0.00101875,43,0; 
-11.3257,-11.3257,-7.07565,3,-7.07584,0.00100135,43,0; 
-10.8836,-10.8836,-6.63364,3,-6.63382,0.000880152,43,0; 
-10.5976,-10.5976,-6.34765,3,-6.34783,0.000805899,43,0; 
-10.5134,-10.5134,-6.26342,3,-6.26361,0.000784655,43,0; 
-10.4414,-10.4414,-6.19141,3,-6.19159,0.000766716,43,0; 
-9.85321,-9.85321,-5.60321,3,-5.60339,0.000627961,43,0; 
-9.82131,-9.82131,-5.57131,3,-5.5715,0.000620831,43,0; 
-9.78516,-9.78516,-5.53516,3,-5.53534,0.0006128,43,0; 
-9.10815,-9.10815,-4.85815,3,-4.85833,0.000472067,43,0; 
-9.05861,-9.05861,-4.80861,3,-4.8088,0.000462491,43,0; 
-9.0563,-9.0563,-4.8063,3,-4.80648,0.000462045,43,0; 
-8.83644,-8.83644,-4.58644,3,-4.58663,0.000420743,43,0; 
-8.79647,-8.79647,-4.54647,3,-4.54665,0.000413441,43,0; 
-8.4955,-8.4955,-4.2455,3,-4.24568,0.000360516,43,0; 
-7.96312,-7.96312,-3.71312,3,-3.7133,0.000275772,43,0; 
-7.95789,-7.95789,-3.70789,3,-3.70808,0.000274997,43,0; 
-7.67319,-7.67319,-3.42319,3,-3.42337,0.000234389,43,0; 
-7.67303,-7.67303,-3.42303,3,-3.42321,0.000234367,43,0; 
-7.42482,-7.42482,-3.17482,3,-3.175,0.000201612,43,0; 
-7.15858,-7.15858,-2.90858,3,-2.90876,0.000169218,43,0; 
-6.16472,-6.16472,-1.91472,3,-1.9149,7.33368e-05,43,0; 
-5.88888,-5.88888,-1.63888,3,-1.63906,5.37305e-05,43,0; 
-5.65751,-5.65751,-1.40751,3,-1.40769,3.9632e-05,43,0; 
-5.31802,-5.31802,-1.06802,3,-1.0682,2.28211e-05,43,0; 
-4.74815,-4.74815,-0.498147,3,-0.498331,4.96667e-06,43,0; 
-4.35483,-4.35483,-0.104833,3,-0.105017,2.2057e-07,43,0; 
-4.32405,-4.32405,-0.0740489,3,-0.0742322,1.10208e-07,43,0; 
-4.31596,-4.31596,-0.0659612,3,-0.0661446,8.7502e-08,43,0; 
-4.3098,-4.3098,-0.059804,3,-0.0599873,7.19696e-08,43,0; 
-4.24755,-4.24755,0.00245033,3,-0.000116097,2.69563e-13,43,0; 
-3.2914,-3.2914,0.958598,3,-5.36748e-05,5.76126e-14,43,0; 
-3.11298,-3.11298,1.13702,3,-9.29073e-05,1.72628e-13,43,0; 
-2.45833,-2.45833,1.79167,3,-5.65504e-05,6.39519e-14,43,0; 
-2.44228,-2.44228,1.80772,3,-5.03048e-05,5.06044e-14,43,0; 
-2.28874,-2.28874,1.96126,3,-0.000131473,3.45694e-13,43,0; 
-1.94393,-6.19393,2.30607,3,1.12027e-05,2.50284e-15,47,0; 
-1.70183,-5.95183,2.54817,3,-1.3584e-05,3.68333e-15,47,0; 
-1.62859,-5.87859,2.62141,3,-8.46623e-05,1.43347e-13,47,0; 
-0.904054,-5.15405,3.34595,3,-5.37399e-05,5.77525e-14,47,0; 
-0.815736,-5.06574,3.43426,3,-0.000102302,2.09305e-13,47,0; 
-0.522475,-4.77247,3.72753,3,-1.65853e-05,5.49427e-15,47,0; 
-0.44959,-4.69959,3.80041,3,-2.3301e-05,1.08516e-14,47,0; 
0.0193572,-4.23064,4.26936,3,-3.5002e-06,2.37871e-16,47,0; 
0.118769,-4.13123,4.36877,3,-9.07218e-05,1.64602e-13,47,0; 
0.49552,-3.75448,4.74552,3,1.96524e-05,7.7172e-15,47,0; 
0.839783,-3.41022,5.08978,3,-7.75406e-05,1.20244e-13,47,0; 
1.22229,-3.02771,5.47229,3,-2.2131e-05,9.78846e-15,47,0; 
1.75121,-2.49879,6.00121,3,2.97659e-05,1.7713e-14,47,0; 
2.17018,-2.07982,2.17018,4,-1.06485e-05,2.26067e-15,43,0; 
2.53625,-1.71375,2.53625,4,-0.000114659,2.62925e-13,43,0; 
2.57645,-1.67355,2.57645,4,2.97789e-05,1.77285e-14,43,0; 
2.59595,-1.65405,2.59595,4,-8.29404e-05,1.37575e-13,43,0; 
2.93638,-1.31362,2.93638,4,2.10203e-05,8.82989e-15,43,0; 
3.02304,-1.22696,3.02304,4,-0.000116621,2.72003e-13,43,0; 
3.22022,-1.02978,3.22022,4,-1.01035e-06,1.32588e-17,43,0; 
3.28914,-0.96086,3.28914,4,-8.55618e-06,1.45701e-15,43,0; 
3.52505,-0.724952,3.52505,4,-0.00012037,2.89773e-13,43,0; 
4.3924,0.142398,4.3924,4,0.14249,4.06068e-07,43,0; 
4.65412,0.404118,4.65412,4,0.40421,3.26771e-06,43,0; 
5.0373,0.7873,5.0373,4,0.787392,1.23997e-05,43,0; 
5.44147,1.19147,5.44147,4,1.19156,2.83962e-05,43,0; 
6.47323,2.22323,6.47323,4,2.22332,9.88633e-05,43,0; 
6.4927,2.2427,6.4927,4,2.24279,0.000100602,43,0; 
7.80593,3.55593,7.80593,4,3.55602,0.000252906,43,0; 
8.14394,3.89394,8.14394,4,3.89404,0.00030327,43,0; 
8.24281,3.99281,8.24281,4,3.99291,0.000318866,43,0; 
9.41232,5.16232,9.41232,4,5.16241,0.000533009,43,0; 
9.54996,5.29996,9.54996,4,5.30005,0.000561811,43,0; 
9.88235,5.63235,9.88235,4,5.63244,0.000634487,43,0; 
