x0,a,b,f_calls,x,y,f_calls,x,y,f_calls
43.0439,41.5139,43.0439,4,41.514,0.0401212,39,42.2789,0.0425673,3
43.1546,41.6246,43.1546,4,41.6247,0.0404731,39,42.3896,0.0429209,3
43.6641,42.1341,43.6641,4,42.1342,0.0421038,39,nan,nan,3
44.7132,44.7132,46.2432,3,46.2431,0.0483815,39,45.4782,0.0494286,7
45.9155,45.9155,47.4455,3,47.4453,0.0420093,39,nan,nan,3
46.1065,46.1065,47.6365,3,47.6363,0.0402952,39,nan,nan,3
46.7712,46.7712,48.3012,3,48.301,0.0324425,39,nan,nan,3
49.3031,49.3031,50.8331,3,50.8329,-0.0342196,39,nan,nan,3
49.6085,49.6085,51.1385,3,51.1383,-0.0472484,39,nan,nan,3
49.88,49.88,51.41,3,51.4098,-0.0598795,39,nan,nan,3
50.0365,50.0365,51.5665,3,51.5663,-0.0676192,39,nan,nan,3
50.3146,50.3146,51.8446,3,51.8445,-0.0822151,39,nan,nan,3
50.3469,50.3469,51.8769,3,51.8767,-0.0839795,39,nan,nan,3
50.6117,50.6117,52.1417,3,52.1416,-0.0990167,39,nan,nan,3
51.012,51.012,52.542,3,52.5419,-0.123654,39,nan,nan,3
55.0519,55.0519,56.5819,3,56.5817,-0.484677,39,nan,nan,3
55.4964,55.4964,57.0264,3,57.0263,-0.531871,39,nan,nan,3
56.2565,56.2565,57.7865,3,57.7863,-0.611858,39,nan,nan,3
56.3352,56.3352,57.8652,3,57.8651,-0.620002,39,nan,nan,3
58.2556,58.2556,59.7856,3,59.7854,-0.797919,39,nan,nan,3
58.346,58.346,59.876,3,59.8758,-0.804882,39,nan,nan,3
58.4766,58.4766,60.0066,3,60.0064,-0.814649,39,nan,nan,3
58.5989,58.5989,60.1289,3,60.1287,-0.823472,39,nan,nan,3
59.6395,59.6395,61.1695,3,61.1694,-0.884494,39,nan,nan,3
61.3791,61.3791,62.9091,3,62.7481,-0.921148,39,62.7479,-0.921148,7
61.6373,61.6373,63.1673,3,62.7482,-0.921148,39,62.748,-0.921148,7
61.7574,61.7574,63.2874,3,62.7481,-0.921148,39,62.7482,-0.921148,7
61.9285,61.9285,63.4585,3,62.7481,-0.921148,39,62.7482,-0.921148,7
62.558,61.028,64.088,3,62.7482,-0.921148,43,62.7482,-0.921148,9
62.6738,61.1438,64.2038,3,62.7481,-0.921148,43,62.7482,-0.921148,9
62.823,61.293,64.353,3,62.7482,-0.921148,43,62.7475,-0.921148,7
62.8387,61.3087,64.3687,3,62.7482,-0.921148,43,62.7474,-0.921148,7
63.067,61.537,64.597,3,62.7482,-0.921148,43,62.7465,-0.921148,7
63.333,61.803,64.863,3,62.7481,-0.921148,43,62.7468,-0.921148,7
63.9237,62.3937,63.9237,4,62.7482,-0.921148,39,62.748,-0.921148,7
64.1502,62.6202,64.1502,4,62.7481,-0.921148,39,62.7482,-0.921148,7
64.6485,63.1185,64.6485,4,63.1185,-0.919089,39,nan,nan,3
66.3496,64.8196,66.3496,4,64.8196,-0.858297,39,nan,nan,3
66.6478,65.1178,66.6478,4,65.1179,-0.839585,39,nan,nan,3
66.8487,65.3187,66.8487,4,65.3188,-0.825773,39,nan,nan,3
67.4573,65.9273,67.4573,4,65.9273,-0.778512,39,nan,nan,3
69.4516,67.9216,69.4516,4,67.9217,-0.58168,39,nan,nan,3
69.7504,68.2204,69.7504,4,68.2205,-0.548911,39,nan,nan,3
71.0252,69.4952,71.0252,4,69.4952,-0.407653,39,nan,nan,3
71.2549,69.7249,71.2549,4,69.7249,-0.382598,39,nan,nan,3
71.3189,69.7889,71.3189,4,69.789,-0.37566,39,nan,nan,3
71.4207,69.8907,71.4207,4,69.8908,-0.364691,39,nan,nan,3
72.426,70.896,72.426,4,70.8961,-0.260663,39,nan,nan,3
72.4415,70.9115,72.4415,4,70.9116,-0.259131,39,nan,nan,3
72.5736,71.0436,72.5736,4,71.0437,-0.246197,39,nan,nan,3
72.5909,71.0609,72.5909,4,71.061,-0.244523,39,nan,nan,3
73.5421,72.0121,73.5421,4,72.0121,-0.157773,39,nan,nan,3
74.7777,73.2477,74.7777,4,73.2478,-0.0632951,39,nan,nan,3
75.6281,74.0981,75.6281,4,74.0982,-0.0109486,39,nan,nan,3
75.8868,74.3568,75.8868,4,74.3569,0.002961,39,nan,nan,3
75.9352,74.4052,75.9352,4,74.4052,0.00545935,39,nan,nan,3
77.5921,76.0621,77.5921,4,76.0622,0.073112,39,nan,nan,3
79.2548,77.7248,79.2548,4,77.7249,0.111965,39,nan,nan,3
79.5031,77.9731,79.5031,4,77.9732,0.115876,39,nan,nan,3
79.6253,78.0953,79.6253,4,78.0954,0.117654,39,nan,nan,3
79.7966,78.2666,79.7966,4,78.2666,0.119991,39,nan,nan,3
